               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.023292,           0.0064527,                   0,             0.93933,             0.94663,             0.96502,             0.63015,             0.02537,           0.0052125,                   0,          0.00019014,          0.00019014,          0.00019014
                 161,             0.02337,           0.0065795,                   0,             0.95238,             0.94673,             0.97131,             0.63406,            0.024383,            0.005128,                   0,          0.00018594,          0.00018594,          0.00018594
                 162,            0.023273,           0.0066407,                   0,             0.94302,             0.94671,             0.96703,             0.63135,            0.024661,           0.0051021,                   0,          0.00018183,          0.00018183,          0.00018183
                 163,            0.023331,           0.0066061,                   0,             0.95257,             0.95065,             0.96957,             0.62408,            0.024647,           0.0051437,                   0,          0.00017781,          0.00017781,          0.00017781
                 164,            0.023615,           0.0066198,                   0,             0.94122,             0.94872,             0.96816,             0.62606,            0.025031,           0.0051744,                   0,          0.00017389,          0.00017389,          0.00017389
                 165,            0.022596,           0.0066505,                   0,             0.93477,             0.93491,             0.96455,             0.62191,            0.024954,           0.0051883,                   0,          0.00017005,          0.00017005,          0.00017005
                 166,            0.024354,           0.0068298,                   0,             0.95212,              0.9428,             0.97018,             0.63396,             0.02417,           0.0051181,                   0,          0.00016631,          0.00016631,          0.00016631
                 167,            0.022926,           0.0066172,                   0,             0.92635,             0.94278,             0.96384,             0.63125,            0.024312,           0.0051164,                   0,          0.00016267,          0.00016267,          0.00016267
                 168,            0.022924,           0.0066939,                   0,             0.93068,             0.95661,              0.9695,             0.63644,            0.024035,            0.005063,                   0,          0.00015912,          0.00015912,          0.00015912
                 169,            0.023195,           0.0067045,                   0,             0.92468,             0.94872,             0.96693,             0.62603,            0.024561,           0.0050705,                   0,          0.00015566,          0.00015566,          0.00015566
                 170,            0.022425,           0.0063094,                   0,             0.95348,             0.93097,             0.96612,             0.61974,            0.024989,           0.0050761,                   0,          0.00015231,          0.00015231,          0.00015231
                 171,            0.022912,           0.0065099,                   0,             0.94694,              0.9504,             0.96706,             0.62845,            0.024722,           0.0050411,                   0,          0.00014905,          0.00014905,          0.00014905
                 172,            0.023129,           0.0065928,                   0,             0.94465,              0.9428,             0.96803,             0.62703,            0.024617,           0.0050858,                   0,          0.00014589,          0.00014589,          0.00014589
                 173,            0.023449,           0.0064986,                   0,             0.93622,             0.95858,             0.97276,             0.64068,            0.023738,           0.0050328,                   0,          0.00014283,          0.00014283,          0.00014283
                 174,            0.022488,           0.0064184,                   0,             0.95418,             0.94675,             0.97157,             0.63734,            0.024129,           0.0050333,                   0,          0.00013987,          0.00013987,          0.00013987
                 175,            0.022477,           0.0061218,                   0,             0.93993,             0.95858,             0.97422,              0.6458,            0.024061,             0.00504,                   0,          0.00013701,          0.00013701,          0.00013701
                 176,            0.022676,            0.006551,                   0,             0.95039,             0.94468,             0.96843,             0.63885,            0.024548,           0.0050837,                   0,          0.00013425,          0.00013425,          0.00013425
                 177,            0.022376,           0.0063301,                   0,             0.94901,             0.95436,             0.96965,             0.62393,            0.024954,           0.0050883,                   0,           0.0001316,           0.0001316,           0.0001316
                 178,            0.022461,           0.0063152,                   0,             0.94422,             0.93484,             0.96198,             0.61597,            0.025271,           0.0051568,                   0,          0.00012905,          0.00012905,          0.00012905
                 179,             0.02341,           0.0062309,                   0,             0.94902,             0.95661,             0.96863,             0.62535,            0.024977,           0.0051212,                   0,           0.0001266,           0.0001266,           0.0001266
                 180,            0.021825,           0.0062264,                   0,             0.94734,             0.95858,             0.97143,             0.62849,            0.024995,           0.0051201,                   0,          0.00012426,          0.00012426,          0.00012426
                 181,            0.021368,           0.0062472,                   0,             0.94557,             0.96055,             0.96968,             0.63629,            0.023808,           0.0050208,                   0,          0.00012202,          0.00012202,          0.00012202
                 182,            0.023154,           0.0065924,                   0,             0.94902,              0.9546,             0.96888,             0.64074,            0.024316,           0.0050139,                   0,          0.00011989,          0.00011989,          0.00011989
                 183,            0.022356,             0.00653,                   0,              0.9398,             0.95452,             0.96242,             0.62834,            0.025164,           0.0050856,                   0,          0.00011787,          0.00011787,          0.00011787
                 184,            0.023068,            0.006544,                   0,             0.94003,             0.95839,             0.96684,             0.62041,            0.024634,           0.0050842,                   0,          0.00011595,          0.00011595,          0.00011595
                 185,            0.021604,           0.0065382,                   0,             0.94638,             0.94083,             0.96412,              0.6226,            0.025114,           0.0050733,                   0,          0.00011414,          0.00011414,          0.00011414
                 186,            0.023122,             0.00676,                   0,             0.94734,             0.92702,             0.96135,             0.62915,            0.025108,           0.0050357,                   0,          0.00011243,          0.00011243,          0.00011243
                 187,            0.021592,           0.0064792,                   0,               0.944,             0.93093,             0.96221,             0.63099,            0.024841,           0.0050693,                   0,          0.00011084,          0.00011084,          0.00011084
                 188,            0.021841,           0.0065883,                   0,             0.94589,             0.93294,             0.96347,             0.62701,            0.024546,           0.0050608,                   0,          0.00010935,          0.00010935,          0.00010935
                 189,            0.021587,           0.0060951,                   0,             0.94783,             0.93491,             0.96511,             0.63062,            0.025158,           0.0051286,                   0,          0.00010797,          0.00010797,          0.00010797
                 190,            0.022124,           0.0063242,                   0,             0.95068,             0.95045,             0.97278,             0.63648,             0.02426,           0.0050286,                   0,           0.0001067,           0.0001067,           0.0001067
                 191,            0.022157,           0.0064402,                   0,             0.94881,             0.95045,              0.9676,             0.63682,            0.024479,           0.0050277,                   0,          0.00010554,          0.00010554,          0.00010554
                 192,            0.023395,           0.0066025,                   0,             0.94617,             0.93688,             0.96375,             0.62754,            0.024724,           0.0050582,                   0,          0.00010449,          0.00010449,          0.00010449
                 193,            0.022002,           0.0064086,                   0,             0.95537,             0.92891,             0.96848,             0.63084,            0.025002,           0.0051226,                   0,          0.00010355,          0.00010355,          0.00010355
                 194,            0.022101,           0.0064508,                   0,             0.95164,             0.93491,             0.96752,             0.63746,             0.02468,           0.0050662,                   0,          0.00010272,          0.00010272,          0.00010272
                 195,            0.022604,           0.0063596,                   0,             0.94109,             0.94675,             0.96808,             0.63738,            0.024538,           0.0050379,                   0,            0.000102,            0.000102,            0.000102
                 196,             0.02212,           0.0063888,                   0,             0.93897,             0.94071,             0.96251,             0.62845,            0.024598,           0.0050967,                   0,          0.00010139,          0.00010139,          0.00010139
                 197,            0.021294,           0.0066201,                   0,             0.94858,             0.94872,             0.97139,             0.63761,            0.024373,           0.0050846,                   0,          0.00010089,          0.00010089,          0.00010089
                 198,            0.020476,           0.0063904,                   0,             0.95236,             0.94675,             0.97037,             0.63795,            0.023996,           0.0050251,                   0,           0.0001005,           0.0001005,           0.0001005
                 199,            0.022378,           0.0062503,                   0,             0.94683,             0.94872,              0.9651,             0.63295,            0.024468,           0.0050533,                   0,          0.00010022,          0.00010022,          0.00010022
